date,percent_infected
2021-02-01,9.39
2021-02-02,9.42
2021-02-03,9.44
2021-02-04,9.47
2021-02-05,9.5
2021-02-06,9.53
2021-02-07,9.56
2021-02-08,9.57
2021-02-09,9.59
2021-02-10,9.62
2021-02-11,9.63
2021-02-12,9.66
2021-02-13,9.68
2021-02-14,9.7
2021-02-15,9.71
2021-02-16,9.72
2021-02-17,9.74
2021-02-18,9.75
2021-02-19,9.77
2021-02-20,9.78
2021-02-21,9.79
2021-02-22,9.8
2021-02-23,9.81
2021-02-24,9.83
2021-02-25,9.84
2021-02-26,9.86
2021-02-27,9.87
2021-02-28,9.88
