date,percent_infected
2021-02-01,12.91
2021-02-02,12.92
2021-02-03,12.94
2021-02-04,12.96
2021-02-05,12.96
2021-02-06,12.96
2021-02-07,12.97
2021-02-08,12.97
2021-02-09,12.97
2021-02-10,12.98
2021-02-11,13.0
2021-02-12,13.01
2021-02-13,13.02
2021-02-14,13.03
2021-02-15,13.04
2021-02-16,13.05
2021-02-17,13.07
2021-02-18,13.09
2021-02-19,13.1
2021-02-20,13.11
2021-02-21,13.12
2021-02-22,13.12
2021-02-23,13.14
2021-02-24,13.15
2021-02-25,13.16
2021-02-26,13.18
2021-02-27,13.19
2021-02-28,13.19
