date,percent_infected
2021-02-01,12.44
2021-02-02,12.45
2021-02-03,12.48
2021-02-04,12.5
2021-02-05,12.51
2021-02-06,12.53
2021-02-07,12.55
2021-02-08,12.55
2021-02-09,12.57
2021-02-10,12.59
2021-02-11,12.62
2021-02-12,12.64
2021-02-13,12.66
2021-02-14,12.67
2021-02-15,12.68
2021-02-16,12.7
2021-02-17,12.71
2021-02-18,12.73
2021-02-19,12.75
2021-02-20,12.77
2021-02-21,12.78
2021-02-22,12.79
2021-02-23,12.81
2021-02-24,12.84
2021-02-25,12.86
2021-02-26,12.88
2021-02-27,12.9
2021-02-28,12.91
