date,percent_infected
2021-02-01,6.61
2021-02-02,6.65
2021-02-03,6.67
2021-02-04,6.7
2021-02-05,6.74
2021-02-06,6.77
2021-02-07,6.8
2021-02-08,6.82
2021-02-09,6.86
2021-02-10,6.88
2021-02-11,6.91
2021-02-12,6.94
2021-02-13,6.98
2021-02-14,7.0
2021-02-15,7.01
2021-02-16,7.03
2021-02-17,7.06
2021-02-18,7.08
2021-02-19,7.1
2021-02-20,7.13
2021-02-21,7.14
2021-02-22,7.15
2021-02-23,7.18
2021-02-24,7.2
2021-02-25,7.22
2021-02-26,7.24
2021-02-27,7.27
2021-02-28,7.28
