date,percent_infected
2021-02-01,7.68
2021-02-02,7.72
2021-02-03,7.75
2021-02-04,7.79
2021-02-05,7.84
2021-02-06,7.89
2021-02-07,7.94
2021-02-08,7.96
2021-02-09,7.98
2021-02-10,8.01
2021-02-11,8.05
2021-02-12,8.08
2021-02-13,8.11
2021-02-14,8.14
2021-02-15,8.17
2021-02-16,8.18
2021-02-17,8.2
2021-02-18,8.23
2021-02-19,8.26
2021-02-20,8.29
2021-02-21,8.31
2021-02-22,8.33
2021-02-23,8.35
2021-02-24,8.38
2021-02-25,8.41
2021-02-26,8.44
2021-02-27,8.46
2021-02-28,8.48
