date,percent_infected
2021-02-01,9.89
2021-02-02,9.94
2021-02-03,10.02
2021-02-04,10.1
2021-02-05,10.16
2021-02-06,10.2
2021-02-07,10.23
2021-02-08,10.25
2021-02-09,10.3
2021-02-10,10.33
2021-02-11,10.37
2021-02-12,10.39
2021-02-13,10.42
2021-02-14,10.44
2021-02-15,10.45
2021-02-16,10.45
2021-02-17,10.48
2021-02-18,10.48
2021-02-19,10.49
2021-02-20,10.51
2021-02-21,10.52
2021-02-22,10.53
2021-02-23,10.56
2021-02-24,10.58
2021-02-25,10.61
2021-02-26,10.62
2021-02-27,10.64
2021-02-28,10.75
