date,percent_infected
2021-02-01,5.34
2021-02-02,5.36
2021-02-03,5.37
2021-02-04,5.39
2021-02-05,5.43
2021-02-06,5.47
2021-02-07,5.49
2021-02-08,5.51
2021-02-09,5.53
2021-02-10,5.54
2021-02-11,5.56
2021-02-12,5.58
2021-02-13,5.6
2021-02-14,5.62
2021-02-15,5.63
2021-02-16,5.65
2021-02-17,5.66
2021-02-18,5.67
2021-02-19,5.7
2021-02-20,5.71
2021-02-21,5.72
2021-02-22,5.74
2021-02-23,5.75
2021-02-24,5.77
2021-02-25,5.79
2021-02-26,5.82
2021-02-27,5.84
2021-02-28,5.86
