date,percent_infected
2021-02-01,9.97
2021-02-02,10.0
2021-02-03,10.03
2021-02-04,10.06
2021-02-05,10.08
2021-02-06,10.1
2021-02-07,10.12
2021-02-08,10.12
2021-02-09,10.14
2021-02-10,10.17
2021-02-11,10.19
2021-02-12,10.21
2021-02-13,10.29
2021-02-14,10.3
2021-02-15,10.31
2021-02-16,10.31
2021-02-17,10.33
2021-02-18,10.34
2021-02-19,10.36
2021-02-20,10.38
2021-02-21,10.39
2021-02-22,10.4
2021-02-23,10.41
2021-02-24,10.43
2021-02-25,10.45
2021-02-26,10.47
2021-02-27,10.48
2021-02-28,10.49
