date,percent_infected
2021-02-01,1.94
2021-02-02,1.95
2021-02-03,1.97
2021-02-04,2.0
2021-02-05,2.02
2021-02-06,2.04
2021-02-07,2.07
2021-02-08,2.09
2021-02-09,2.1
2021-02-10,2.1
2021-02-11,2.12
2021-02-12,2.15
2021-02-13,2.17
2021-02-14,2.19
2021-02-15,2.22
2021-02-16,2.23
2021-02-17,2.24
2021-02-18,2.27
2021-02-19,2.28
2021-02-20,2.3
2021-02-21,2.32
2021-02-22,2.34
2021-02-23,2.35
2021-02-24,2.37
2021-02-25,2.38
2021-02-26,2.4
2021-02-27,2.42
2021-02-28,2.43
