date,percent_infected
2021-02-01,7.08
2021-02-02,7.09
2021-02-03,7.12
2021-02-04,7.14
2021-02-05,7.18
2021-02-06,7.21
2021-02-07,7.22
2021-02-08,7.24
2021-02-09,7.26
2021-02-10,7.27
2021-02-11,7.3
2021-02-12,7.34
2021-02-13,7.36
2021-02-14,7.38
2021-02-15,7.39
2021-02-16,7.4
2021-02-17,7.42
2021-02-18,7.44
2021-02-19,7.46
2021-02-20,7.48
2021-02-21,7.5
2021-02-22,7.51
2021-02-23,7.53
2021-02-24,7.55
2021-02-25,7.57
2021-02-26,7.6
2021-02-27,7.62
2021-02-28,7.63
