date,percent_infected
2021-02-01,9.94
2021-02-02,9.97
2021-02-03,10.03
2021-02-04,10.1
2021-02-05,10.16
2021-02-06,10.22
2021-02-07,10.27
2021-02-08,10.3
2021-02-09,10.32
2021-02-10,10.37
2021-02-11,10.41
2021-02-12,10.45
2021-02-13,10.48
2021-02-14,10.52
2021-02-15,10.53
2021-02-16,10.55
2021-02-17,10.57
2021-02-18,10.59
2021-02-19,10.61
2021-02-20,10.64
2021-02-21,10.66
2021-02-22,10.68
2021-02-23,10.68
2021-02-24,10.7
2021-02-25,10.73
2021-02-26,10.76
2021-02-27,10.78
2021-02-28,10.79
