date,percent_infected
2021-02-01,7.1
2021-02-02,7.18
2021-02-03,7.19
2021-02-04,7.21
2021-02-05,7.26
2021-02-06,7.26
2021-02-07,7.26
2021-02-08,7.38
2021-02-09,7.4
2021-02-10,7.43
2021-02-11,7.45
2021-02-12,7.48
2021-02-13,7.48
2021-02-14,7.48
2021-02-15,7.56
2021-02-16,7.58
2021-02-17,7.59
2021-02-18,7.61
2021-02-19,7.64
2021-02-20,7.64
2021-02-21,7.64
2021-02-22,7.7
2021-02-23,7.74
2021-02-24,7.78
2021-02-25,7.81
2021-02-26,7.83
2021-02-27,7.83
2021-02-28,7.83
