date,percent_infected
2021-02-01,10.97
2021-02-02,10.99
2021-02-03,11.04
2021-02-04,11.09
2021-02-05,11.15
2021-02-06,11.21
2021-02-07,11.25
2021-02-08,11.27
2021-02-09,11.3
2021-02-10,11.34
2021-02-11,11.39
2021-02-12,11.43
2021-02-13,11.47
2021-02-14,11.5
2021-02-15,11.52
2021-02-16,11.55
2021-02-17,11.58
2021-02-18,11.62
2021-02-19,11.65
2021-02-20,11.69
2021-02-21,11.71
2021-02-22,11.73
2021-02-23,11.75
2021-02-24,11.8
2021-02-25,11.84
2021-02-26,11.88
2021-02-27,11.93
2021-02-28,11.96
