date,percent_infected
2021-02-01,10.24
2021-02-02,10.26
2021-02-03,10.29
2021-02-04,10.32
2021-02-05,10.34
2021-02-06,10.36
2021-02-07,10.37
2021-02-08,10.39
2021-02-09,10.4
2021-02-10,10.42
2021-02-11,10.44
2021-02-12,10.46
2021-02-13,10.48
2021-02-14,10.49
2021-02-15,10.49
2021-02-16,10.51
2021-02-17,10.52
2021-02-18,10.54
2021-02-19,10.55
2021-02-20,10.56
2021-02-21,10.57
2021-02-22,10.58
2021-02-23,10.59
2021-02-24,10.61
2021-02-25,10.62
2021-02-26,10.64
2021-02-27,10.65
2021-02-28,10.66
