date,percent_infected
2021-02-01,3.45
2021-02-02,3.47
2021-02-03,3.49
2021-02-04,3.5
2021-02-05,3.52
2021-02-06,3.54
2021-02-07,3.55
2021-02-08,3.56
2021-02-09,3.57
2021-02-10,3.58
2021-02-11,3.6
2021-02-12,3.61
2021-02-13,3.62
2021-02-14,3.63
2021-02-15,3.64
2021-02-16,3.64
2021-02-17,3.65
2021-02-18,3.66
2021-02-19,3.67
2021-02-20,3.69
2021-02-21,3.7
2021-02-22,3.7
2021-02-23,3.71
2021-02-24,3.72
2021-02-25,3.73
2021-02-26,3.74
2021-02-27,3.75
2021-02-28,3.76
