date,percent_infected
2021-02-01,2.96
2021-02-02,2.99
2021-02-03,3.01
2021-02-04,3.04
2021-02-05,3.05
2021-02-06,3.07
2021-02-07,3.09
2021-02-08,3.1
2021-02-09,3.12
2021-02-10,3.14
2021-02-11,3.15
2021-02-12,3.16
2021-02-13,3.18
2021-02-14,3.18
2021-02-15,3.2
2021-02-16,3.2
2021-02-17,3.21
2021-02-18,3.23
2021-02-19,3.24
2021-02-20,3.25
2021-02-21,3.26
2021-02-22,3.26
2021-02-23,3.27
2021-02-24,3.29
2021-02-25,3.3
2021-02-26,3.32
2021-02-27,3.33
2021-02-28,3.34
