date,percent_infected
2021-02-01,7.53
2021-02-02,7.54
2021-02-03,7.56
2021-02-04,7.59
2021-02-05,7.61
2021-02-06,7.62
2021-02-07,7.64
2021-02-08,7.64
2021-02-09,7.65
2021-02-10,7.67
2021-02-11,7.69
2021-02-12,7.7
2021-02-13,7.71
2021-02-14,7.72
2021-02-15,7.73
2021-02-16,7.73
2021-02-17,7.74
2021-02-18,7.76
2021-02-19,7.76
2021-02-20,7.77
2021-02-21,7.78
2021-02-22,7.79
2021-02-23,7.79
2021-02-24,7.8
2021-02-25,7.81
2021-02-26,7.82
2021-02-27,7.83
2021-02-28,7.83
